,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number
706,2023,Spring,2023-sp,LA 212,Water and Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,212
707,2023,Spring,2023-sp,LA 221,History of the Prison,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,221
708,2023,Spring,2023-sp,LA 222,Islamic Gardens & Architecture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,LA,222
709,2023,Spring,2023-sp,LA 242,Nature and American Culture,,Western/Comparative Cultures,,,,,LA,242
710,2023,Spring,2023-sp,LA 250,Environmental Site Analysis,,,,Physical Sciences,,,LA,250
711,2023,Spring,2023-sp,LA 314,History of World Landscapes,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,314
712,2023,Spring,2023-sp,LAST 170,Introduction to Latin America,,Non-Western Cultures,,,,Social Sciences,LAST,170
713,2023,Spring,2023-sp,LAST 210,Life in the Andes,,Non-Western Cultures,,,,Social Sciences,LAST,210
714,2023,Spring,2023-sp,LAST 232,Spanish in the Community,,US Minority Cultures,,,,,LAST,232
715,2023,Spring,2023-sp,LAW 301,Introduction to Law,,,Historical & Philosophical Perspectives,,,,LAW,301
716,2023,Spring,2023-sp,LAW 302,Transitional Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LAW,302
717,2023,Spring,2023-sp,LAW 303,Living the Law,,,Historical & Philosophical Perspectives,,,,LAW,303
718,2023,Spring,2023-sp,LEAD 230,Leadership Communications,Advanced Composition,,,,,Social Sciences,LEAD,230
719,2023,Spring,2023-sp,LEAD 260,Foundations of Leadership,,,,,,Social Sciences,LEAD,260
720,2023,Spring,2023-sp,LEAD 340,Leadership Ethics & Society: Addressing Contemporary Challenges,,US Minority Cultures,,,,,LEAD,340
721,2023,Spring,2023-sp,LEAD 360,Advanced Leadership Studies,,,,,,Social Sciences,LEAD,360
722,2023,Spring,2023-sp,LER 100,Introduction to Labor Studies,,,,,,Social Sciences,LER,100
723,2023,Spring,2023-sp,LING 100,Intro to Language Science,,,,,,Social Sciences,LING,100
724,2023,Spring,2023-sp,LING 104,Talking Culture,,,,,,Social Sciences,LING,104
725,2023,Spring,2023-sp,LING 115,Language and Culture in India,,Non-Western Cultures,,,,,LING,115
726,2023,Spring,2023-sp,LING 222,Language in Globalization,,Non-Western Cultures,,,,,LING,222
727,2023,Spring,2023-sp,LING 225,"Language, Mind, and Brain",,,,,,BSC,LING,225
728,2023,Spring,2023-sp,LING 240,Language in Human History,,,Historical & Philosophical Perspectives,,,,LING,240
729,2023,Spring,2023-sp,LING 250,American Voices: Linguistic Diversity in the US,,US Minority Cultures,,,,Social Sciences,LING,250
730,2023,Spring,2023-sp,LING 270,"Language, Technology & Society",,Western/Comparative Cultures,,,,BSC,LING,270
731,2023,Spring,2023-sp,LING 301,Elements of Syntax,Advanced Composition,,,,,,LING,301
732,2023,Spring,2023-sp,LLS 100,Intro Latina/Latino Studies,,US Minority Cultures,,,,Social Sciences,LLS,100
733,2023,Spring,2023-sp,LLS 200,U.S. Race and Empire,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,200
734,2023,Spring,2023-sp,LLS 201,US Racial & Ethnic Politics,,US Minority Cultures,,,,Social Sciences,LLS,201
735,2023,Spring,2023-sp,LLS 215,US Citizenship Comparatively,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,215
736,2023,Spring,2023-sp,LLS 220,Latina/o Migration,,US Minority Cultures,,,,Social Sciences,LLS,220
737,2023,Spring,2023-sp,LLS 230,Latina/o Genders & Sexualities,,US Minority Cultures,,,,,LLS,230
738,2023,Spring,2023-sp,LLS 240,Latina/o Popular Culture,,US Minority Cultures,,,,,LLS,240
739,2023,Spring,2023-sp,LLS 242,Intro to Latina/o Literature,,US Minority Cultures,Literature & the Arts,,,,LLS,242
740,2023,Spring,2023-sp,LLS 246,Gender & Sexuality in Latina/o Literature,,US Minority Cultures,Literature & the Arts,,,,LLS,246
741,2023,Spring,2023-sp,LLS 248,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",,US Minority Cultures,Literature & the Arts,,,,LLS,248
742,2023,Spring,2023-sp,LLS 250,Latina/os on the Bronze Screen,,US Minority Cultures,Literature & the Arts,,,,LLS,250
743,2023,Spring,2023-sp,LLS 258,Muslims in America,,US Minority Cultures,,,,Social Sciences,LLS,258
744,2023,Spring,2023-sp,LLS 259,Latina/o Anthropology,,US Minority Cultures,,,,Social Sciences,LLS,259
745,2023,Spring,2023-sp,LLS 260,Graffiti and Murals,,Western/Comparative Cultures,Literature & the Arts,,,,LLS,260
746,2023,Spring,2023-sp,LLS 265,Politics of Hip Hop,,US Minority Cultures,,,,,LLS,265
747,2023,Spring,2023-sp,LLS 279,Mexican-American History,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,279
748,2023,Spring,2023-sp,LLS 280,Caribbean Latina/o Migration,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,280
749,2023,Spring,2023-sp,LLS 281,Constructing Race in America,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,281
750,2023,Spring,2023-sp,LLS 282,Feminist and Queer Activisms,,US Minority Cultures,,,,,LLS,282
751,2023,Spring,2023-sp,LLS 301,19thC US Latina/o Lit-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,301
752,2023,Spring,2023-sp,LLS 305,"Theories of Race, Gender, and Sexuality",Advanced Composition,,,,,,LLS,305
753,2023,Spring,2023-sp,LLS 310,Race and Cultural Diversity,Advanced Composition,US Minority Cultures,,,,,LLS,310
754,2023,Spring,2023-sp,LLS 322,US Latina and Latino Families,,US Minority Cultures,,,,,LLS,322
755,2023,Spring,2023-sp,LLS 360,Contemporary US Latina/o Lit,,US Minority Cultures,Literature & the Arts,,,,LLS,360
756,2023,Spring,2023-sp,LLS 372,"Immigration, Law, and Rights",Advanced Composition,,,,,,LLS,372
757,2023,Spring,2023-sp,LLS 385,Theory and Methods in LLS,Advanced Composition,,,,,,LLS,385
758,2023,Spring,2023-sp,LLS 392,Chicanas&Latinas: Self&Society,Advanced Composition,,,,,,LLS,392
759,2023,Spring,2023-sp,MACS 100,Intro to Popular TV & Movies,,Western/Comparative Cultures,Literature & the Arts,,,,MACS,100
760,2023,Spring,2023-sp,MACS 101,Introduction to the Media,Advanced Composition,,,,,,MACS,101
761,2023,Spring,2023-sp,MACS 104,Introduction to Film,,,Literature & the Arts,,,,MACS,104
762,2023,Spring,2023-sp,MACS 117,Shakespeare on Film,,,Literature & the Arts,,,,MACS,117
763,2023,Spring,2023-sp,MACS 202,Social Aspects Info Tech,,,,,,Social Sciences,MACS,202
764,2023,Spring,2023-sp,MACS 203,Contemporary Movies,,,Literature & the Arts,,,,MACS,203
765,2023,Spring,2023-sp,MACS 207,Indian Cinema in Context,,Non-Western Cultures,Literature & the Arts,,,,MACS,207
766,2023,Spring,2023-sp,MACS 211,Intro to African-American Film,,US Minority Cultures,,,,,MACS,211
767,2023,Spring,2023-sp,MACS 250,Latina/os on the Bronze Screen,,US Minority Cultures,Literature & the Arts,,,,MACS,250
768,2023,Spring,2023-sp,MACS 261,Survey of World Cinema I,,Western/Comparative Cultures,Literature & the Arts,,,,MACS,261
769,2023,Spring,2023-sp,MACS 262,Survey of World Cinema II,,Western/Comparative Cultures,Literature & the Arts,,,,MACS,262
770,2023,Spring,2023-sp,MACS 264,Creative and Information Economies,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MACS,264
771,2023,Spring,2023-sp,MACS 266,Community Innovation,,Western/Comparative Cultures,,,,Social Sciences,MACS,266
772,2023,Spring,2023-sp,MACS 275,Am Indian and Indigenous Film,,US Minority Cultures,Literature & the Arts,,,,MACS,275
773,2023,Spring,2023-sp,MACS 321,Film Culture,,Western/Comparative Cultures,,,,,MACS,321
774,2023,Spring,2023-sp,MACS 351,Social Aspects of Media,,,,,,Social Sciences,MACS,351
775,2023,Spring,2023-sp,MACS 356,Sex & Gender in Popular Media,,Western/Comparative Cultures,,,,,MACS,356
776,2023,Spring,2023-sp,MATH 103,Theory of Arithmetic,,,,,Quantitative Reasoning 1,,MATH,103
777,2023,Spring,2023-sp,MATH 115,Preparation for Calculus,,,,,Quantitative Reasoning 1,,MATH,115
778,2023,Spring,2023-sp,MATH 117,Elementary Mathematics,,,,,Quantitative Reasoning 1,,MATH,117
779,2023,Spring,2023-sp,MATH 119,Ideas in Geometry,,,,,Quantitative Reasoning 1,,MATH,119
780,2023,Spring,2023-sp,MATH 124,Finite Mathematics,,,,,Quantitative Reasoning 1,,MATH,124
781,2023,Spring,2023-sp,MATH 181,A Mathematical World,,,,,Quantitative Reasoning 1,,MATH,181
782,2023,Spring,2023-sp,MATH 213,Basic Discrete Mathematics,,,,,Quantitative Reasoning 2,,MATH,213
783,2023,Spring,2023-sp,MATH 220,Calculus,,,,,Quantitative Reasoning 1,,MATH,220
784,2023,Spring,2023-sp,MATH 221,Calculus I,,,,,Quantitative Reasoning 1,,MATH,221
785,2023,Spring,2023-sp,MATH 231,Calculus II,,,,,Quantitative Reasoning 1,,MATH,231
786,2023,Spring,2023-sp,MATH 234,Calculus for Business I,,,,,Quantitative Reasoning 1,,MATH,234
787,2023,Spring,2023-sp,MATH 241,Calculus III,,,,,Quantitative Reasoning 2,,MATH,241
788,2023,Spring,2023-sp,MATH 285,Intro Differential Equations,,,,,Quantitative Reasoning 2,,MATH,285
789,2023,Spring,2023-sp,MATH 348,Fundamental Mathematics-ACP,Advanced Composition,,,,Quantitative Reasoning 2,,MATH,348
790,2023,Spring,2023-sp,MCB 100,Introductory Microbiology,,,,Life Sciences,,,MCB,100
791,2023,Spring,2023-sp,MCB 150,Molec & Cellular Basis of Life,,,,Life Sciences,,,MCB,150
792,2023,Spring,2023-sp,MCB 170,Society and the Brain,,,,Life Sciences,,,MCB,170
793,2023,Spring,2023-sp,MCB 180,Human Reproduction & Society,,,,Life Sciences,,,MCB,180
794,2023,Spring,2023-sp,MDIA 223,Watching the Environment,,,,,,Social Sciences,MDIA,223
795,2023,Spring,2023-sp,MDVL 111,Ancient to Medieval Art,,,Literature & the Arts,,,,MDVL,111
796,2023,Spring,2023-sp,MDVL 122,The Middle Ages in Popular Culture,,,Literature & the Arts,,,,MDVL,122
797,2023,Spring,2023-sp,MDVL 201,Medieval Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,201
798,2023,Spring,2023-sp,MDVL 216,Legends of King Arthur,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,216
799,2023,Spring,2023-sp,MDVL 240,Italy Middle Ages & Renaiss,,,Literature & the Arts,,,,MDVL,240
800,2023,Spring,2023-sp,MDVL 245,"Wives, Workers and Witches in Pre-Modern Europe",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,245
801,2023,Spring,2023-sp,MDVL 247,Medieval Europe,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,247
802,2023,Spring,2023-sp,MDVL 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,251
803,2023,Spring,2023-sp,MDVL 252,Viking Sagas in Translation,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,252
804,2023,Spring,2023-sp,MDVL 255,British Isles to 1688,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,255
805,2023,Spring,2023-sp,ME 470,Senior Design Project,Advanced Composition,,,,,,ME,470
806,2023,Spring,2023-sp,MILS 120,Intro to US Armed Forces,,,Historical & Philosophical Perspectives,,,,MILS,120
807,2023,Spring,2023-sp,MSE 101,Materials in Today's World,,,,Physical Sciences,,,MSE,101
808,2023,Spring,2023-sp,MSE 307,Materials Laboratory I,Advanced Composition,,,,,,MSE,307
809,2023,Spring,2023-sp,MSE 308,Materials Laboratory II,Advanced Composition,,,,,,MSE,308
810,2023,Spring,2023-sp,MUS 130,Music Then and Now,,Western/Comparative Cultures,Literature & the Arts,,,,MUS,130
811,2023,Spring,2023-sp,MUS 132,Popular Music Studies,,US Minority Cultures,Literature & the Arts,,,,MUS,132
812,2023,Spring,2023-sp,MUS 133,Introduction to World Music,,Non-Western Cultures,Literature & the Arts,,,,MUS,133
813,2023,Spring,2023-sp,MUS 134,History of Musical Events,,,Literature & the Arts,,,,MUS,134
814,2023,Spring,2023-sp,MUS 244,Social Foundations of Music Ed,Advanced Composition,,,,,,MUS,244
815,2023,Spring,2023-sp,MUS 313,The History of Music I,,,Literature & the Arts,,,,MUS,313
816,2023,Spring,2023-sp,MUS 314,The History of Music II,,,Literature & the Arts,,,,MUS,314
817,2023,Spring,2023-sp,MUS 339,Princpls and Technqs in Mus Ed,,,,,Quantitative Reasoning 2,,MUS,339
818,2023,Spring,2023-sp,MUSE 250,The World Through Museums,,Western/Comparative Cultures,,,,Social Sciences,MUSE,250
819,2023,Spring,2023-sp,NPRE 101,Introduction to Energy Sources,,,,Physical Sciences,Quantitative Reasoning 2,,NPRE,101
820,2023,Spring,2023-sp,NPRE 481,Writing on Technol & Security,Advanced Composition,,,,,,NPRE,481
821,2023,Spring,2023-sp,NRES 100,Fundamentals of Env Sci,,,,Physical Sciences,,,NRES,100
822,2023,Spring,2023-sp,NRES 101,Wildlife Conservation in the 21st Century,,,,Life Sciences,,,NRES,101
823,2023,Spring,2023-sp,NRES 103,The Great Lakes - Freshwater Wonder at Risk,,,,Life Sciences,,,NRES,103
824,2023,Spring,2023-sp,NRES 105,Climate Change Impacts on Ecological Systems,,,,Life Sciences,Quantitative Reasoning 2,,NRES,105
825,2023,Spring,2023-sp,NRES 202,American Environmental History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,NRES,202
826,2023,Spring,2023-sp,NRES 210,Environmental Economics,,,,,,Social Sciences,NRES,210
827,2023,Spring,2023-sp,NRES 220,Communicating Agriculture,Advanced Composition,,,,,,NRES,220
828,2023,Spring,2023-sp,NRES 223,Watching the Environment,,,,,,Social Sciences,NRES,223
829,2023,Spring,2023-sp,NRES 224,Social Justice and Environment,,US Minority Cultures,,,,Social Sciences,NRES,224
830,2023,Spring,2023-sp,NRES 242,Nature and American Culture,,Western/Comparative Cultures,,,,,NRES,242
831,2023,Spring,2023-sp,NRES 270,Applied Entomology,,,,Life Sciences,,,NRES,270
832,2023,Spring,2023-sp,NRES 287,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,NRES,287
833,2023,Spring,2023-sp,NRES 419,Env and Plant Ecosystems,Advanced Composition,,,,,,NRES,419
834,2023,Spring,2023-sp,NS 120,Intro to US Armed Forces,,,Historical & Philosophical Perspectives,,,,NS,120
835,2023,Spring,2023-sp,PHIL 100,Intro to Philosophy-ACP,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,100
836,2023,Spring,2023-sp,PHIL 101,Introduction to Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,101
837,2023,Spring,2023-sp,PHIL 102,Logic and Reasoning,,,Historical & Philosophical Perspectives,,,,PHIL,102
838,2023,Spring,2023-sp,PHIL 103,Logic and Reasoning QR II,,,Historical & Philosophical Perspectives,,Quantitative Reasoning 2,,PHIL,103
839,2023,Spring,2023-sp,PHIL 104,Intro to Ethics-ACP,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,104
840,2023,Spring,2023-sp,PHIL 105,Introduction to Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,105
841,2023,Spring,2023-sp,PHIL 106,Ethics and Social Policy,,,,,,Social Sciences,PHIL,106
842,2023,Spring,2023-sp,PHIL 107,Intro to Political Philosophy,,,,,,Social Sciences,PHIL,107
843,2023,Spring,2023-sp,PHIL 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PHIL,108
844,2023,Spring,2023-sp,PHIL 109,Religion & Society in West II,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PHIL,109
845,2023,Spring,2023-sp,PHIL 110,World Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,PHIL,110
846,2023,Spring,2023-sp,PHIL 202,Symbolic Logic,,,,,Quantitative Reasoning 1,,PHIL,202
847,2023,Spring,2023-sp,PHIL 203,Ancient Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,203
848,2023,Spring,2023-sp,PHIL 206,Early Modern Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,206
849,2023,Spring,2023-sp,PHIL 210,Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,210
850,2023,Spring,2023-sp,PHIL 214,Biomedical Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,214
851,2023,Spring,2023-sp,PHIL 222,Philosophical Foundations of Computer Science,,,Historical & Philosophical Perspectives,,,,PHIL,222
852,2023,Spring,2023-sp,PHIL 223,Minds & Machines,,,Historical & Philosophical Perspectives,,,,PHIL,223
853,2023,Spring,2023-sp,PHIL 230,Philosophy of Religion Intro,,,Historical & Philosophical Perspectives,,,,PHIL,230
854,2023,Spring,2023-sp,PHIL 231,Religion and Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,231
855,2023,Spring,2023-sp,PHIL 250,Conceptions of Human Nature,,,Historical & Philosophical Perspectives,,,,PHIL,250
856,2023,Spring,2023-sp,PHIL 270,Philosophy of Science,,,Historical & Philosophical Perspectives,,,,PHIL,270
857,2023,Spring,2023-sp,PHIL 316,Ethics and Engineering,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,316
858,2023,Spring,2023-sp,PHIL 419,"Space, Time, and Matter-ACP",Advanced Composition,,,,,,PHIL,419
859,2023,Spring,2023-sp,PHIL 454,Advanced Symbolic Logic,,,,,Quantitative Reasoning 2,,PHIL,454
860,2023,Spring,2023-sp,PHYS 101,College Physics: Mech & Heat,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,101
861,2023,Spring,2023-sp,PHYS 102,College Physics: E&M & Modern,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,102
862,2023,Spring,2023-sp,PHYS 123,Physics Made Easy,,,,Physical Sciences,,,PHYS,123
863,2023,Spring,2023-sp,PHYS 140,How Things Work,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,140
864,2023,Spring,2023-sp,PHYS 150,Physics of Societal Issues,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,150
865,2023,Spring,2023-sp,PHYS 211,University Physics: Mechanics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,211
866,2023,Spring,2023-sp,PHYS 212,University Physics: Elec & Mag,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,212
867,2023,Spring,2023-sp,PHYS 213,Univ Physics: Thermal Physics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,213
868,2023,Spring,2023-sp,PHYS 214,Univ Physics: Quantum Physics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,214
869,2023,Spring,2023-sp,PHYS 280,Nuclear Weapons & Arms Control,Advanced Composition,,,,,,PHYS,280
870,2023,Spring,2023-sp,PHYS 419,"Space, Time, and Matter-ACP",Advanced Composition,,,,,,PHYS,419
871,2023,Spring,2023-sp,PHYS 496,Communicating in Physics—Writing Papers and Giving Talks,Advanced Composition,,,,,,PHYS,496
872,2023,Spring,2023-sp,PLPA 200,"Plants, Pathogens, and People",Advanced Composition,,,Life Sciences,,,PLPA,200
873,2023,Spring,2023-sp,POL 115,Intro to Polish Culture,,Western/Comparative Cultures,Literature & the Arts,,,,POL,115
874,2023,Spring,2023-sp,PORT 150,Writing Brazilians into the U.S.,,US Minority Cultures,,,,Social Sciences,PORT,150
875,2023,Spring,2023-sp,PS 100,Intro to Political Science,,,,,,Social Sciences,PS,100
876,2023,Spring,2023-sp,PS 101,Intro to US Gov & Pol,,,,,,Social Sciences,PS,101
877,2023,Spring,2023-sp,PS 152,The New Middle East,,Non-Western Cultures,,,,Social Sciences,PS,152
878,2023,Spring,2023-sp,PS 170,"Power, Politics, and Protest",,,Historical & Philosophical Perspectives,,,,PS,170
879,2023,Spring,2023-sp,PS 201,US Racial & Ethnic Politics,,US Minority Cultures,,,,Social Sciences,PS,201
880,2023,Spring,2023-sp,PS 214,American Indian Law & Politics,,US Minority Cultures,,,,Social Sciences,PS,214
881,2023,Spring,2023-sp,PS 224,Politics of the National Parks,,,,,,Social Sciences,PS,224
882,2023,Spring,2023-sp,PS 225,Environmental Politics & Policy,,,,,,Social Sciences,PS,225
883,2023,Spring,2023-sp,PS 240,Intro to Comp Politics,,,,,,Social Sciences,PS,240
884,2023,Spring,2023-sp,PS 241,Comp Politics in Dev Nations,,Non-Western Cultures,,,,Social Sciences,PS,241
885,2023,Spring,2023-sp,PS 242,Introduction to Modern Africa,,Non-Western Cultures,,,,,PS,242
886,2023,Spring,2023-sp,PS 243,Pan Africanism,,Non-Western Cultures,,,,,PS,243
887,2023,Spring,2023-sp,PS 270,Intro to Political Theory,,,Historical & Philosophical Perspectives,,,,PS,270
888,2023,Spring,2023-sp,PS 273,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,PS,273
889,2023,Spring,2023-sp,PS 280,Intro to Intl Relations,,,,,,Social Sciences,PS,280
890,2023,Spring,2023-sp,PS 281,Intro to Intl Relations-ACP,Advanced Composition,,,,,Social Sciences,PS,281
891,2023,Spring,2023-sp,PS 282,Governing Globalization,Advanced Composition,,,,,Social Sciences,PS,282
892,2023,Spring,2023-sp,PS 357,Ethnic Conflict,Advanced Composition,,,,,,PS,357
893,2023,Spring,2023-sp,PSYC 100,Intro Psych,,,,,,BSC,PSYC,100
894,2023,Spring,2023-sp,PSYC 103,Intro Experimental Psych,,,,,,BSC,PSYC,103
895,2023,Spring,2023-sp,PSYC 144,"Stereotypes, Prejudice & Discrimination",,US Minority Cultures,,,,BSC,PSYC,144
896,2023,Spring,2023-sp,PSYC 201,Intro to Social Psych,,,,,,BSC,PSYC,201
897,2023,Spring,2023-sp,PSYC 207,Psychology of Prejudice and Discrimination,,,,,,BSC,PSYC,207
898,2023,Spring,2023-sp,PSYC 225,"Language, Mind, and Brain",,,,,,BSC,PSYC,225
899,2023,Spring,2023-sp,PSYC 230,Perception & Sensory Processes,,,,,,BSC,PSYC,230
900,2023,Spring,2023-sp,PSYC 235,Intro to Statistics,,,,,Quantitative Reasoning 1,,PSYC,235
901,2023,Spring,2023-sp,PSYC 236,Madness and Modern Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PSYC,236
902,2023,Spring,2023-sp,PSYC 239,Community Psych,,,,,,Social Sciences,PSYC,239
903,2023,Spring,2023-sp,PSYC 301,Psychological Statistics,,,,,Quantitative Reasoning 1,,PSYC,301
904,2023,Spring,2023-sp,PSYC 322,Introduction to Intellectual Disability,,,,,,BSC,PSYC,322
905,2023,Spring,2023-sp,PSYC 498,Senior Honors Seminar,Advanced Composition,,,,,,PSYC,498
906,2023,Spring,2023-sp,PSYC 499,Senior Honors Seminar II,Advanced Composition,,,,,,PSYC,499
907,2023,Spring,2023-sp,REES 115,Intro to Polish Culture,,Western/Comparative Cultures,Literature & the Arts,,,,REES,115
908,2023,Spring,2023-sp,REES 116,Intro to Russian Culture,,Western/Comparative Cultures,Literature & the Arts,,,,REES,116
909,2023,Spring,2023-sp,REES 200,Intro to Russia and Eurasia,,,,,,Social Sciences,REES,200
910,2023,Spring,2023-sp,REES 201,Introduction to Eastern Europe,,,,,,Social Sciences,REES,201
911,2023,Spring,2023-sp,REES 265,Central Asian Societies,,Non-Western Cultures,,,,Social Sciences,REES,265
912,2023,Spring,2023-sp,REHB 322,Introduction to Intellectual Disability,,,,,,BSC,REHB,322
913,2023,Spring,2023-sp,REHB 330,Disability in American Society,,,,,,Social Sciences,REHB,330
914,2023,Spring,2023-sp,REL 101,Bible as Literature,,,Literature & the Arts,,,,REL,101
915,2023,Spring,2023-sp,REL 104,Asian Mythology,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,104
916,2023,Spring,2023-sp,REL 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,108
917,2023,Spring,2023-sp,REL 109,Religion & Society in West II,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,109
918,2023,Spring,2023-sp,REL 110,World Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,110
919,2023,Spring,2023-sp,REL 115,Language and Culture in India,,Non-Western Cultures,,,,,REL,115
920,2023,Spring,2023-sp,REL 116,Faith & Self in Global Context,,Western/Comparative Cultures,,,,,REL,116
921,2023,Spring,2023-sp,REL 120,A History of Judaism,Advanced Composition,,Historical & Philosophical Perspectives,,,,REL,120
922,2023,Spring,2023-sp,REL 121,Introduction to Christianity,,,Historical & Philosophical Perspectives,,,,REL,121
923,2023,Spring,2023-sp,REL 122,History East Asian Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,122
924,2023,Spring,2023-sp,REL 132,Zen,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,132
925,2023,Spring,2023-sp,REL 134,"Religion, Race, and Resistance",,US Minority Cultures,,,,,REL,134
926,2023,Spring,2023-sp,REL 160,Ancient Greek & Roman Religion,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,160
927,2023,Spring,2023-sp,REL 201,Hebrew Bible in English,,,Historical & Philosophical Perspectives,,,,REL,201
928,2023,Spring,2023-sp,REL 208,Cultures & Literatures of South Asia,,Non-Western Cultures,Literature & the Arts,,,,REL,208
929,2023,Spring,2023-sp,REL 212,History of Antisemitism,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,212
930,2023,Spring,2023-sp,REL 214,Introduction to Islam,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,214
931,2023,Spring,2023-sp,REL 215,African Muslim Societies,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,215
932,2023,Spring,2023-sp,REL 220,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,REL,220
933,2023,Spring,2023-sp,REL 223,The Qur'an (Koran),,Non-Western Cultures,Literature & the Arts,,,,REL,223
934,2023,Spring,2023-sp,REL 224,Chinese Thought and Culture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,224
935,2023,Spring,2023-sp,REL 225,Japanese Religions: Thought and Practice,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,225
936,2023,Spring,2023-sp,REL 230,Philosophy of Religion Intro,,,Historical & Philosophical Perspectives,,,,REL,230
937,2023,Spring,2023-sp,REL 231,Religion and Philosophy,,,Historical & Philosophical Perspectives,,,,REL,231
938,2023,Spring,2023-sp,REL 234,Black Religious Imaginations,,US Minority Cultures,,,,,REL,234
939,2023,Spring,2023-sp,REL 235,History of Religion in America,,,Historical & Philosophical Perspectives,,,,REL,235
940,2023,Spring,2023-sp,REL 236,"Religion, Violence & America",,Western/Comparative Cultures,,,,,REL,236
941,2023,Spring,2023-sp,REL 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,251
942,2023,Spring,2023-sp,REL 258,Muslims in America,,US Minority Cultures,,,,Social Sciences,REL,258
943,2023,Spring,2023-sp,REL 260,Mystics and Saints in Islam,,Non-Western Cultures,Literature & the Arts,,,,REL,260
944,2023,Spring,2023-sp,REL 269,Jewish History Since 1700,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,269
945,2023,Spring,2023-sp,REL 270,"Religion, Ethics, Environment",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,270
946,2023,Spring,2023-sp,REL 283,Jewish Sacred Literature,,,Literature & the Arts,,,,REL,283
947,2023,Spring,2023-sp,REL 286,Introduction to Hinduism,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,286
