Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
71,2023,Spring,2023-sp,AFRO 400,African Diasporic Thought in the Caribbean,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFRO,400,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
72,2023,Spring,2023-sp,AFRO 460,Slavery in the United States,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFRO,460,Advanced Composition,,,,,,,,,,,,Advanced Composition
73,2023,Spring,2023-sp,AFRO 474,"The Black Freedom Movement, 1955-Present",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFRO,474,Advanced Composition,,,,,,,,,,,,Advanced Composition
74,2023,Spring,2023-sp,AFST 103,Black Women in the Diaspora,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,103,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
75,2023,Spring,2023-sp,AFST 111,History of Africa to 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,111,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
75,2023,Spring,2023-sp,AFST 111,History of Africa to 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,111,,,,,,,,,,,,,Historical & Philosophical Perspectives
76,2023,Spring,2023-sp,AFST 112,History of Africa from 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,112,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
76,2023,Spring,2023-sp,AFST 112,History of Africa from 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,112,,,,,,,,,,,,,Historical & Philosophical Perspectives
77,2023,Spring,2023-sp,AFST 210,Introduction to Modern African Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,210,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
77,2023,Spring,2023-sp,AFST 210,Introduction to Modern African Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,210,,,,,,,,,,,,,Literature & the Arts
78,2023,Spring,2023-sp,AFST 213,African Muslim Societies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,213,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
78,2023,Spring,2023-sp,AFST 213,African Muslim Societies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,213,,,,,,,,,,,,,Historical & Philosophical Perspectives
79,2023,Spring,2023-sp,AFST 222,Introduction to Modern Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,222,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
80,2023,Spring,2023-sp,AFST 233,Context in International Interventions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,233,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
80,2023,Spring,2023-sp,AFST 233,Context in International Interventions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,233,,,,,,,,,,,,,Non-Western Cultures
81,2023,Spring,2023-sp,AFST 243,Pan Africanism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,243,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
82,2023,Spring,2023-sp,AFST 254,Economic Systems in Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,254,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
82,2023,Spring,2023-sp,AFST 254,Economic Systems in Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,254,,,,,,,,,,,,,Non-Western Cultures
83,2023,Spring,2023-sp,AFST 266,African Film and Society,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AFST,266,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
84,2023,Spring,2023-sp,AGCM 220,Communicating Agriculture,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AGCM,220,Advanced Composition,,,,,,,,,,,,Advanced Composition
85,2023,Spring,2023-sp,AGED 360,Advanced Leadership Studies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AGED,360,,,,,,,,,,,,Social Sciences,Social Sciences
86,2023,Spring,2023-sp,AIS 101,Intro to Amer Indian Studies,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,101,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
86,2023,Spring,2023-sp,AIS 101,Intro to Amer Indian Studies,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,101,,,,,,,,,,,,,Historical & Philosophical Perspectives
87,2023,Spring,2023-sp,AIS 102,Contemp Issues in Ind Country,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,102,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
87,2023,Spring,2023-sp,AIS 102,Contemp Issues in Ind Country,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,102,,,,,,,,,,,,,US Minority Cultures
88,2023,Spring,2023-sp,AIS 140,Native Religious Traditions,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,140,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
88,2023,Spring,2023-sp,AIS 140,Native Religious Traditions,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,140,,,,,,,,,,,,,Historical & Philosophical Perspectives
89,2023,Spring,2023-sp,AIS 165,Lang & Culture Native North Am,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,165,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
90,2023,Spring,2023-sp,AIS 214,American Indian Law & Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,214,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
90,2023,Spring,2023-sp,AIS 214,American Indian Law & Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,214,,,,,,,,,,,,,US Minority Cultures
91,2023,Spring,2023-sp,AIS 265,Intro to American Indian Lit,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,265,,,US Minority Cultures,,Literature & the Arts,,,,,,,,US Minority Cultures
91,2023,Spring,2023-sp,AIS 265,Intro to American Indian Lit,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,265,,,,,,,,,,,,,Literature & the Arts
92,2023,Spring,2023-sp,AIS 275,Am Indian and Indigenous Film,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,275,,,US Minority Cultures,,Literature & the Arts,,,,,,,,US Minority Cultures
92,2023,Spring,2023-sp,AIS 275,Am Indian and Indigenous Film,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,275,,,,,,,,,,,,,Literature & the Arts
93,2023,Spring,2023-sp,AIS 277,Encounters in Native America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,277,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
93,2023,Spring,2023-sp,AIS 277,Encounters in Native America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,277,,,,,,,,,,,,,Historical & Philosophical Perspectives
94,2023,Spring,2023-sp,AIS 278,Native American History,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,278,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
94,2023,Spring,2023-sp,AIS 278,Native American History,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,278,,,,,,,,,,,,,Historical & Philosophical Perspectives
95,2023,Spring,2023-sp,AIS 285,Indigenous Thinkers,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,285,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
95,2023,Spring,2023-sp,AIS 285,Indigenous Thinkers,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,285,,,,,,,,,,,,,Historical & Philosophical Perspectives
96,2023,Spring,2023-sp,AIS 288,American Indians of Illinois,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,288,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
96,2023,Spring,2023-sp,AIS 288,American Indians of Illinois,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,288,,,,,,,,,,,,,Historical & Philosophical Perspectives
97,2023,Spring,2023-sp,AIS 295,US Citizenship Comparatively,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,295,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
97,2023,Spring,2023-sp,AIS 295,US Citizenship Comparatively,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,AIS,295,,,,,,,,,,,,,Historical & Philosophical Perspectives
98,2023,Spring,2023-sp,ANSC 110,Life With Animals and Biotech,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,110,,,,,,,,Life Sciences,,,,,Life Sciences
99,2023,Spring,2023-sp,ANSC 205,World Animal Resources,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,205,Advanced Composition,,,,,,,,,,,,Advanced Composition
100,2023,Spring,2023-sp,ANSC 207,The Science of Pets and How to Care for Them,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,207,,,,,,,,Life Sciences,,,,,Life Sciences
101,2023,Spring,2023-sp,ANSC 250,Companion Animals in Society,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,250,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
102,2023,Spring,2023-sp,ANSC 255,Animal Ethics,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,255,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
103,2023,Spring,2023-sp,ANSC 305,Human Animal Interactions,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANSC,305,,,,,,,,,,,,Social Sciences,Social Sciences
104,2023,Spring,2023-sp,ANTH 101,Introduction to Anthropology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,101,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
104,2023,Spring,2023-sp,ANTH 101,Introduction to Anthropology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,101,,,,,,,,,,,,,Western/Comparative Cultures
105,2023,Spring,2023-sp,ANTH 102,Human Origins and Culture,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,102,,,,,,,,,,,,Social Sciences,Social Sciences
106,2023,Spring,2023-sp,ANTH 103,Anthro in a Changing World,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,103,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
106,2023,Spring,2023-sp,ANTH 103,Anthro in a Changing World,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,103,,,,,,,,,,,,,Non-Western Cultures
107,2023,Spring,2023-sp,ANTH 104,Talking Culture,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,104,,,,,,,,,,,,Social Sciences,Social Sciences
108,2023,Spring,2023-sp,ANTH 105,World Archaeology,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,105,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
109,2023,Spring,2023-sp,ANTH 106,Hist Arch Americas,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,106,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
109,2023,Spring,2023-sp,ANTH 106,Hist Arch Americas,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,106,,,,,,,,,,,,,Historical & Philosophical Perspectives
110,2023,Spring,2023-sp,ANTH 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
110,2023,Spring,2023-sp,ANTH 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,108,,,,,,,,,,,,,Historical & Philosophical Perspectives
111,2023,Spring,2023-sp,ANTH 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,109,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
111,2023,Spring,2023-sp,ANTH 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,109,,,,,,,,,,,,,Historical & Philosophical Perspectives
112,2023,Spring,2023-sp,ANTH 110,Humanizing Science,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,110,,,,,,,,,,,,Social Sciences,Social Sciences
113,2023,Spring,2023-sp,ANTH 126,Humans and Animals - Food or Friend?,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,126,,,,,,,,,,,,Social Sciences,Social Sciences
114,2023,Spring,2023-sp,ANTH 130,History of South Asia,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,130,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
114,2023,Spring,2023-sp,ANTH 130,History of South Asia,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,130,,,,,,,,,,,,,Historical & Philosophical Perspectives
115,2023,Spring,2023-sp,ANTH 143,Biology of Human Behavior,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,143,,,,,,,,Life Sciences,,,,,Life Sciences
116,2023,Spring,2023-sp,ANTH 157,The Archaeology of Illinois,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,157,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
117,2023,Spring,2023-sp,ANTH 160,Race and Contemporary Social Issues,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,ANTH,160,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
