Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
480,2023,Spring,2023-sp,FSHN 101,The Science of Food and How it Relates to You,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,FSHN,101,,,,,,,Physical Sciences,,,,,,Physical Sciences
481,2023,Spring,2023-sp,FSHN 120,Contemporary Nutrition,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,FSHN,120,,,,,,,,Life Sciences,,,,,Life Sciences
482,2023,Spring,2023-sp,GEOL 100,Planet Earth,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
483,2023,Spring,2023-sp,GEOL 104,Geology of the National Parks,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,104,,,,,,,Physical Sciences,,,,,,Physical Sciences
484,2023,Spring,2023-sp,GEOL 107,Physical Geology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,107,,,,,,,Physical Sciences,,,,,,Physical Sciences
485,2023,Spring,2023-sp,GEOL 111,Emergence of Life,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,111,,,,,,,,Life Sciences,,,,,Life Sciences
486,2023,Spring,2023-sp,GEOL 117,The Oceans,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,117,,,,,,,Physical Sciences,,,,,,Physical Sciences
487,2023,Spring,2023-sp,GEOL 118,Natural Disasters,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,118,,,,,,,Physical Sciences,,,,,,Physical Sciences
488,2023,Spring,2023-sp,GEOL 143,History of Life,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,143,,,,,,,,Life Sciences,,,,,Life Sciences
489,2023,Spring,2023-sp,GEOL 201,History of Geology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,201,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
489,2023,Spring,2023-sp,GEOL 201,History of Geology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,201,,,,,,,,,,,,,Historical & Philosophical Perspectives
490,2023,Spring,2023-sp,GEOL 208,History of the Earth System,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,208,,,,,,,Physical Sciences,,,,,,Physical Sciences
491,2023,Spring,2023-sp,GEOL 350,Volcanoes,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GEOL,350,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
492,2023,Spring,2023-sp,GER 201,German Popular Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,201,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
492,2023,Spring,2023-sp,GER 201,German Popular Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,201,,,,,,,,,,,,,Literature & the Arts
493,2023,Spring,2023-sp,GER 205,Germany and Europe,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,205,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
493,2023,Spring,2023-sp,GER 205,Germany and Europe,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,205,,,,,,,,,,,,,Historical & Philosophical Perspectives
494,2023,Spring,2023-sp,GER 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,250,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Advanced Composition
494,2023,Spring,2023-sp,GER 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,250,,,,,,,,,,,,,Western/Comparative Cultures
494,2023,Spring,2023-sp,GER 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,250,,,,,,,,,,,,,Literature & the Arts
495,2023,Spring,2023-sp,GER 251,Grimm's Fairy Tales in Context,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,251,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
495,2023,Spring,2023-sp,GER 251,Grimm's Fairy Tales in Context,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,251,,,,,,,,,,,,,Literature & the Arts
496,2023,Spring,2023-sp,GER 260,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,260,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Advanced Composition
496,2023,Spring,2023-sp,GER 260,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,260,,,,,,,,,,,,,Western/Comparative Cultures
496,2023,Spring,2023-sp,GER 260,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,260,,,,,,,,,,,,,Literature & the Arts
497,2023,Spring,2023-sp,GER 261,The Holocaust in Context,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,261,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
497,2023,Spring,2023-sp,GER 261,The Holocaust in Context,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,261,,,,,,,,,,,,,Literature & the Arts
498,2023,Spring,2023-sp,GER 270,Sexuality and Literature,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,270,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
499,2023,Spring,2023-sp,GER 331,Intro to German Literature,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GER,331,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
500,2023,Spring,2023-sp,GGIS 100,Introduction to Meteorology,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
501,2023,Spring,2023-sp,GGIS 101,Global Development & Environment,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,101,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
501,2023,Spring,2023-sp,GGIS 101,Global Development & Environment,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,101,,,,,,,,,,,,,Non-Western Cultures
502,2023,Spring,2023-sp,GGIS 103,Earth's Physical Systems,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,103,,,,,,,Physical Sciences,,,,,,Physical Sciences
503,2023,Spring,2023-sp,GGIS 104,Social and Cultural Geography,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,104,,,,,,,,,,,,Social Sciences,Social Sciences
504,2023,Spring,2023-sp,GGIS 105,The Digital Earth,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,105,,,,,,,,,,,,Social Sciences,Social Sciences
505,2023,Spring,2023-sp,GGIS 106,Geographies of Globalization,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,106,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
505,2023,Spring,2023-sp,GGIS 106,Geographies of Globalization,Advanced Composition,Non-Western Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,106,,,,,,,,,,,,,Non-Western Cultures
506,2023,Spring,2023-sp,GGIS 204,Cities of the World,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,204,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
506,2023,Spring,2023-sp,GGIS 204,Cities of the World,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,204,,,,,,,,,,,,,Western/Comparative Cultures
507,2023,Spring,2023-sp,GGIS 210,Social & Environmental Issues,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,210,,,,,,,,,,,,Social Sciences,Social Sciences
508,2023,Spring,2023-sp,GGIS 220,"Landscapes, Ecosystems and Environmental Change: Science and Management",Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,220,,,,,,,Physical Sciences,,,,,,Physical Sciences
509,2023,Spring,2023-sp,GGIS 221,Geographies of Global Conflict,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,221,,,,,,,,,,,,Social Sciences,Social Sciences
510,2023,Spring,2023-sp,GGIS 224,Environmental Data Science,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,224,,,,,,,,,,,,Social Sciences,Social Sciences
511,2023,Spring,2023-sp,GGIS 254,"American People, Places, & Environments",Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,254,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
511,2023,Spring,2023-sp,GGIS 254,"American People, Places, & Environments",Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,254,,,,,,,,,,,,,US Minority Cultures
512,2023,Spring,2023-sp,GGIS 280,Intro to Social Statistics,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 1,Social Sciences,GGIS,280,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
513,2023,Spring,2023-sp,GGIS 287,Environment and Society,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 1,Social Sciences,GGIS,287,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
513,2023,Spring,2023-sp,GGIS 287,Environment and Society,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 1,Social Sciences,GGIS,287,,,,,,,,,,,,,Western/Comparative Cultures
514,2023,Spring,2023-sp,GGIS 371,Spatial Analysis,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,371,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
515,2023,Spring,2023-sp,GGIS 380,Spatial Problem Solving,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,380,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
516,2023,Spring,2023-sp,GGIS 465,Transportation &Sustainability,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GGIS,465,Advanced Composition,,,,,,,,,,,,Advanced Composition
517,2023,Spring,2023-sp,GLBL 100,Intro to Global Studies,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,100,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
517,2023,Spring,2023-sp,GLBL 100,Intro to Global Studies,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,100,,,,,,,,,,,,,Western/Comparative Cultures
518,2023,Spring,2023-sp,GLBL 118,Natural Disasters,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,118,,,,,,,Physical Sciences,,,,,,Physical Sciences
519,2023,Spring,2023-sp,GLBL 130,Resistance Movements,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,130,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
520,2023,Spring,2023-sp,GLBL 200,Foundations of Research,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,200,,,,,,,,,Quantitative Reasoning 2,,,Social Sciences,Social Sciences
520,2023,Spring,2023-sp,GLBL 200,Foundations of Research,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,200,,,,,,,,,,,,,Quantitative Reasoning 2
521,2023,Spring,2023-sp,GLBL 221,Geographies of Global Conflict,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,221,,,,,,,,,,,,Social Sciences,Social Sciences
522,2023,Spring,2023-sp,GLBL 228,"Terrorism, Past and Present",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,228,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
523,2023,Spring,2023-sp,GLBL 250,Development,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,250,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
524,2023,Spring,2023-sp,GLBL 272,Language and Culture in Turkey,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,272,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
525,2023,Spring,2023-sp,GLBL 280,Nuclear Weapons & Arms Control,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,280,Advanced Composition,,,,,,,,,,,,Advanced Composition
526,2023,Spring,2023-sp,GLBL 357,Ethnic Conflict,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,357,Advanced Composition,,,,,,,,,,,,Advanced Composition
527,2023,Spring,2023-sp,GLBL 392,Int Diplomacy and Negotiation,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,392,Advanced Composition,,,,,,,,,,,,Advanced Composition
528,2023,Spring,2023-sp,GLBL 481,Writing on Technol & Security,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GLBL,481,Advanced Composition,,,,,,,,,,,,Advanced Composition
529,2023,Spring,2023-sp,GWS 100,Intro Gender & Women's Studies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,100,,,,,,,,,,,,Social Sciences,Social Sciences
530,2023,Spring,2023-sp,GWS 103,Black Women in the Diaspora,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,103,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
531,2023,Spring,2023-sp,GWS 201,"Race, Gender & Power",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,201,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
532,2023,Spring,2023-sp,GWS 202,Sexualities,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,202,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
533,2023,Spring,2023-sp,GWS 215,US Citizenship Comparatively,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,215,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
533,2023,Spring,2023-sp,GWS 215,US Citizenship Comparatively,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,215,,,,,,,,,,,,,Historical & Philosophical Perspectives
534,2023,Spring,2023-sp,GWS 230,Latina/o Genders & Sexualities,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,230,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
535,2023,Spring,2023-sp,GWS 240,Gender & Sexuality in Greco-Roman Antiquity,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,240,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
535,2023,Spring,2023-sp,GWS 240,Gender & Sexuality in Greco-Roman Antiquity,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,240,,,,,,,,,,,,,Literature & the Arts
536,2023,Spring,2023-sp,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,245,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
536,2023,Spring,2023-sp,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,245,,,,,,,,,,,,,Historical & Philosophical Perspectives
537,2023,Spring,2023-sp,GWS 250,Gender and Representation,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,250,,,,,,,,,,,,Social Sciences,Social Sciences
538,2023,Spring,2023-sp,GWS 262,Women's Lives,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,262,,,,,,,,,,,,Social Sciences,Social Sciences
539,2023,Spring,2023-sp,GWS 263,History of Medicine in the United States,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,263,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
539,2023,Spring,2023-sp,GWS 263,History of Medicine in the United States,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,263,,,,,,,,,,,,,Historical & Philosophical Perspectives
540,2023,Spring,2023-sp,GWS 270,Sexuality and Literature,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,270,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
541,2023,Spring,2023-sp,GWS 275,The Politics of Fashion,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,275,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
542,2023,Spring,2023-sp,GWS 282,Feminist and Queer Activisms,Advanced Composition,US Minority Cultures,Literature & the Arts,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,282,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
543,2023,Spring,2023-sp,GWS 285,US Gender History to 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,285,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
543,2023,Spring,2023-sp,GWS 285,US Gender History to 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,285,,,,,,,,,,,,,Historical & Philosophical Perspectives
544,2023,Spring,2023-sp,GWS 286,US Gender History Since 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,286,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
544,2023,Spring,2023-sp,GWS 286,US Gender History Since 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,286,,,,,,,,,,,,,Historical & Philosophical Perspectives
545,2023,Spring,2023-sp,GWS 287,African-American Women,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,287,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
545,2023,Spring,2023-sp,GWS 287,African-American Women,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,287,,,,,,,,,,,,,Historical & Philosophical Perspectives
546,2023,Spring,2023-sp,GWS 288,Global Islam and Feminisms,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,288,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
547,2023,Spring,2023-sp,GWS 305,"Theories of Race, Gender, and Sexuality",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,305,Advanced Composition,,,,,,,,,,,,Advanced Composition
548,2023,Spring,2023-sp,GWS 356,Sex & Gender in Popular Media,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,356,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
549,2023,Spring,2023-sp,GWS 361,Gender and Women in East Asia,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,361,Advanced Composition,,,,,,,,,,,,Advanced Composition
550,2023,Spring,2023-sp,GWS 380,Black Women Hist & Cultures,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,380,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
551,2023,Spring,2023-sp,GWS 382,Black Women & Popular Culture,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,382,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
552,2023,Spring,2023-sp,GWS 392,Chicanas&Latinas: Self&Society,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,392,Advanced Composition,,,,,,,,,,,,Advanced Composition
553,2023,Spring,2023-sp,GWS 498,Senior Seminar,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,GWS,498,Advanced Composition,,,,,,,,,,,,Advanced Composition
554,2023,Spring,2023-sp,HDFS 105,Intro to Human Development,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,105,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
555,2023,Spring,2023-sp,HDFS 120,Intro to Family Studies,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,120,,,,,,,,,,,,Social Sciences,Social Sciences
556,2023,Spring,2023-sp,HDFS 140,Intro Gender & Women's Studies,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,140,,,,,,,,,,,,Social Sciences,Social Sciences
557,2023,Spring,2023-sp,HDFS 143,Biology of Human Behavior,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,143,,,,,,,,Life Sciences,,,,,Life Sciences
558,2023,Spring,2023-sp,HDFS 220,Families in Global Perspective,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,220,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
558,2023,Spring,2023-sp,HDFS 220,Families in Global Perspective,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,220,,,,,,,,,,,,,Non-Western Cultures
559,2023,Spring,2023-sp,HDFS 221,Asian Families in America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,221,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
559,2023,Spring,2023-sp,HDFS 221,Asian Families in America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,221,,,,,,,,,,,,,US Minority Cultures
560,2023,Spring,2023-sp,HDFS 225,Close Relationships,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,HDFS,225,,,,,,,,,,,,Social Sciences,Social Sciences
561,2023,Spring,2023-sp,HDFS 259,Motor Development and Control,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,259,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
562,2023,Spring,2023-sp,HDFS 262,"Motor Develop, Growth & Form",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,262,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
